title,body,links,label
Herve A. Jamrozik,"Currently, I am working on Global Memoy Management in a workstation cluster with Hank Levy Mary Vernon Anna Karlin Mike Feeley Geoff Voelker New high-speed networks greatly encourage the use of network memory as a cache for virtual memory and file pages, thereby reducing the need for disk access.","['http://www.cs.washington.edu/homes/jamrozik/ski.html', 'http://www.cs.washington.edu/', 'http://www.washington.edu']",staff
Home Page for Bob Hoffman,"Date: Tue, 26 Nov 1996 21:05:58 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Thu, 01 Aug 1996 13:35:18 GMT Content-length: 1272 Home Page for Bob Hoffman Bob Hoffman Systems Specialist II Address 306 Alumni Hall Department of Computer Science University of Pittsburgh Pittsburgh, PA 15260 USA E-mail: hoffman@cs.pitt.edu Phone: (412) 624-8404 FAX: (412) 624-8854 Callsign: N3CVL Random Stuff Images captured from a satellite feed of Star Trek Voyager.","['http://www.acs.ncsu.edu:80/HamRadio', 'http://www.cs.pitt.edu/~hoffman/images.html', 'http://www.cs.pitt.edu/~hoffman/cspix.html']",staff
Paul Michelman,"Date: Tue, 26 Nov 1996 20:18:36 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 1515 Last-modified: Fri, 16 Feb 1996 22:44:49 GMT Paul Michelman Paul Michelman I am currently a Research Scientist in the Department of Computer Science at Columbia University.","['http://www.cs.columbia.edu/~michelma/lvad.html', 'http://www.cs.columbia.edu/~michelma/cdr.html', 'http://www.cs.columbia.edu/robotics/projects/hands/manipulation.html']",staff
Steven Huss-Lederman's Home Page,Information you would get if you did a finger on me: Steven Huss-Lederman Computer Science Dept.,"['http://www.cs.wisc.edu/~wwt', 'http://www.mcs.anl.gov/Projects/PRISM/index.html', 'http://www.mcs.anl.gov/Projects/mpi/mpi2/mpi2.html']",staff
Yannis Web Site,"Date: Tuesday, 26-Nov-96 16:42:21 GMT Server: NCSA/1.3 MIME-version: 1.0 Content-type: text/html Last-modified: Friday, 04-Oct-96 22:23:32 GMT Content-length: 2176 Yannis Web Site John Vassilopoulos Director, C.B.R.","['http://www.tulane.edu/', 'http://www.tropmed.tulane.edu/', 'http://www.mcl.tulane.edu/']",staff
Robert J. Fowler,"My office is located on the Rice U. campus in the Center for Research for Parallel Computation, Room 196.","['http://www.cs.rice.edu/~rjf/', 'http://www.cs.rice.edu/~rjf/biog.html', 'http://www.cs.rice.edu/~willy/TreadMarks/overview.html']",staff
Masahiro Watanabe,"on Computer Vision and Pattern Recognition, San Fransisco, CA, June, 1996 ""Real-Time Implementation of Depth from Defocus,"" M. Watanabe, S. K. Nayar, and M. Noguchi, Proceedings of SPIE Conference: Three-Dimensional and Unconventional Imaging for Industrial Inspection and Metrology 2599: pp.","['http://cam.cornell.edu/cgi-bin/finger?nabe@cs.columbia.edu', 'ftp://ftp.cs.columbia.edu/pub/CAVE/papers/watanabe/nabe-nayar-ratio\nnal_tr-95.ps', 'ftp://ftp.cs.columbia.edu/pub/CAVE/papers/watanabe']",staff
"
    Luc Boulianne's Computer Science Home Page
 ","I am currently on leave, working on my thesis.","['http://www-cnoc.cs.mcgill.ca/~lucb/thesis/thesis.html', 'http://www-cnoc.cs.mcgill.ca/~lucb/thesis/announce.html', 'http://www-cnoc.cs.mcgill.ca/~lucb/me.html']",staff
NIKOS CHRISOCHOIDES ,"Mapping Algorithms and Software Environment for Data Parallel PDE Iterative Solvers N. Chrisochoides, E. Houstis, and J.","['http://www.cs.purdue.edu', 'http://www.purdue.edu', 'http://www.cs.purdue.edu/research/cse/pellpack/pellpack.html']",staff
 Zia-ur Rahman ,Zia-ur Rahman is a research associate with the Department of Computer Science at the College of William & Mary and is presently working under a grant with the NASA Langley Research Center on advanced concepts in information processing for high-resolution imaging and imaging spectrometry.,"['http://post.larc.nasa.gov/cgi-bin/whois.pl?ms=473', 'http://www.cs.wm.edu', 'http://post.larc.nasa.gov/cgi-bin/whois.pl?org=DI']",staff
Stephen Nix (Hardware Technician),"Date: Tue, 26 Nov 1996 20:58:32 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Wed, 14 Aug 1996 22:46:22 GMT Content-length: 1194 Stephen Nix (Hardware Technician) Stephen Nix (Hardware Technician) People: Stephen Nix To the top!","['http://fas.sfu.ca/cs', 'http://www.sfu.ca', 'http://fas.sfu.ca/cs/people/SupportStaff/sumo']",staff
 Carol Smith ,"Date: Mon, 25 Nov 1996 22:53:24 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 1857 Last-modified: Thu, 24 Oct 1996 02:09:30 GMT Carol Smith Carol Smith Faculty Services Officer, Manager of Computer Operations Department of Computing Science University of Alberta carol@cs.ualberta.ca (403) 492-2843 (office) (403) 492-1071 Office: 654e General Services Building Work Address Areas of Involvement As Manager of Computer Operations I am responsible for the day-to-day operation and adminstration of the Department's research and administrative computer systems.","['http://www.cs.ualberta.ca/people/faculty/aiff/carol.aiff', 'http://web.cs.ualberta.ca/home.html', 'http://web.cs.ualberta.ca/UAlberta.html']",staff
 KK's Home ,"CS Las Cruces, NM, 88003 Shipping: Karlis Kaugars New Mexico State University Department of Computer Science New Science Hall, Rm.","['http://www.cs.nmsu.edu/~kkaugars/pubs/', 'http://www.cs.nmsu.edu/~kkaugars/pubs/', 'http://www.cs.nmsu.edu/~kkaugars/vita/']",staff
Kevin Bolding ,I spend most of my time teaching Electrical and Computer Engineering at Seattle Pacific University .,"['http://www.cs.washington.edu/', 'http://www.washington.edu/', 'http://www.cs.washington.edu/area/']",staff
Martin Mundhenk - Home Page,"Date: Tuesday, 26-Nov-96 21:02:32 GMT Server: NCSA/1.3 MIME-version: 1.0 Content-type: text/html Martin Mundhenk - Home Page Martin Mundhenk This year: University of Kentucky Dept.","['http://www.informatik.uni-trier.de/~mundhenk/', 'http://al.cs.engr.uky.edu:80/~mundhenk/papers/index.html', 'http://al.cs.engr.uky.edu:80/~mundhenk/div/index.html']",staff
Marc's Home Page,"Date: Fri, 13 Dec 1996 14:49:24 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Tue, 23 Apr 1996 16:01:10 GMT Content-length: 680 Marc's Home Page Marc Dionne Associate Researcher Computer Sciences Department University of Wisconsin 1210 W. Dayton St. Madison, WI 53706-1685 E-Mail: dionne@cs.wisc.edu Phone: (608) 262-1318 FAX: (608) 262-9777 Things I work on: The CM5 parallel computer.","['mailto:dionne@cs.wisc.edu', 'http://www.cs.wisc.edu/~dionne/cm5/index.html', 'http://www.cs.wisc.edu/~cow']",staff
Randolph Martin Jones,"Date: Mon, 25 Nov 1996 23:11:36 GMT Server: NCSA/1.5.1 Last-modified: Fri, 04 Oct 1996 19:26:28 GMT Content-type: text/html Content-length: 2300 Randolph Martin Jones Randolph Martin Jones Professional information Assistant Research Scientist Artificial Intelligence Laboratory University of Michigan Research Associate (courtesy appointment) Department of Computer Science Bowdoin College Employment/Education history Contact information Professional activities Research in machine learning and artificial intelligence Publications Co-organizer (with Paul Nielsen ) of the program for Advanced Undergraduate Research Projects in the AI Lab .","['http://www.eff.org/blueribbon.html', 'http://ai.eecs.umich.edu/', 'http://www.umich.edu/']",staff
Steve's Home Page,"Date: Tue, 26 Nov 1996 20:18:53 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 2054 Last-modified: Tue, 15 Oct 1996 02:28:59 GMT Steve's Home Page Steve Dossick sdossick@cs.columbia.edu, sdossick@mediabridge.com, steve@websters.com Click here for my local address information...","['http://www.cs.columbia.edu/~sdossick/LocalInfo.html', 'http://www.psl.cs.columbia.edu', 'http://www.cs.columbia.edu']",staff
Reinhard von Hanxleden's Home Page,"In 1995, he received his Ph.D. in computer science from Rice University.","['http://www.cs.indiana.edu/finger/cs.rice.edu/reinhard', 'ftp://softlib.rice.edu/pub/CRPC-TRs/reports/CRPC-TR94494-S.ps', 'http://www.cs.rice.edu/~reinhard/pubs.html']",staff
 My Home Page ,"Date: Tue, 26 Nov 1996 20:16:47 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 751 Last-modified: Fri, 10 May 1996 18:47:50 GMT My Home Page My Home Page I am guest working with J. Traub and H. Wozniakowski Department of Computer Science at Columbia University .","['http://www.cs.columbia.edu', 'http://www.columbia.edu', 'http://www.cs.columbia.edu/~paskov/research.html']",staff
 Randal Kornelsen ,Testing Testing a link into the middle of the page You are visitor to the Kornelsen House of Pain.,"['http://web.cs.ualberta.ca/home.html', 'http://web.cs.ualberta.ca/UAlberta.html', 'http://web.cs.ualberta.ca/~database/']",staff
Yanhong Annie Liu's home page,Program analysis and transformation techniques for incremental computation and parallel/concurrent computation.,"['http://www.cs.cornell.edu/home/tt/', 'http://www.cs.cornell.edu/Info/People/yanhong/thesis-abs.html', 'ftp://ftp.cs.cornell.edu/pub/yanhong/Inc-SCP95.ps.Z']",staff
Michelle M. Sidel,"Date: Tue, 26 Nov 1996 20:42:53 GMT Server: Apache/1.1.0 Content-type: text/html Content-length: 1002 Last-modified: Tue, 15 Oct 1996 04:34:48 GMT Michelle M. Sidel Michelle M. Sidel Main Office My main responsibilities as Systems Assistant include providing support to the service courses, staff computer training and hardware/software consulting, and designing the department's publications.","['http://www.msu.edu/', 'http://www.egr.msu.edu/']",staff
P. K. Nettle,"If you don't have one of those, send me mail.","['http://www.cs.utexas.edu/users/pkn/images/stupid.gif', 'http://www.cs.utexas.edu/users/pkn/tex.html', 'http://www.cs.utexas.edu/users/pkn/ibm.html']",staff
Frank Shipman,"Date: Mon, 25 Nov 1996 22:44:48 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 454 Last-modified: Mon, 18 Sep 1995 20:04:35 GMT Frank Shipman Frank Shipman Researcher Department of Computer Science Texas A&M University College Station, TX 77843-3112 Office: 414A  H. R. Bright Building Phone: (409) 862-3216 Fax: (409) 847-8578 Email: shipman@cs.tamu.edu",[],staff
Germán Goldszmidt's Home Page,"I was a PhD student at Columbia, and I completed my dissertation, Distributed Management by Delegation , on December 1995.","['http://www.cs.columbia.edu/~german/gif/german1.gif', 'http://www.eff.org/blueribbon.html', 'http://www.ibm.com']",staff
Monica C. Pilman's Home Page,"Date: Tuesday, 26-Nov-96 16:42:51 GMT Server: NCSA/1.3 MIME-version: 1.0 Content-type: text/html Last-modified: Tuesday, 10-Sep-96 14:09:34 GMT Content-length: 1197 Monica C. Pilman's Home Page Monica C. Pilman Systems Programmer Academic Systems Tulane Unrsity Monica.Pilman@tulane.edu Graduate student Computer Science, Department of Engineering Tulane University pilman@cs.tulane.edu  Some family photos A color picture of me and my family on the big drop at Splash Mountain at Walt Disney World, Florida.","['http://www.eecs.tulane.edu:80/www/Pilman/usa', 'http://www.eecs.tulane.edu:80/www/Pilman/gs', 'http://www.eecs.tulane.edu:80/www/Pilman/splash2.GIF']",staff
 Paul Chew ,Research Agenda My primary interest is in geometric algorithms with an emphasis on practical applications.,"['mailto:chew@cs.cornell.edu', 'http://www.cs.cornell.edu/Info/People/chew/Delaunay.html', 'http://www.cs.cornell.edu/Info/People/chew/mesh.html']",staff
Pattie Orr,"As a result of that session, several CLAC members asked that I outline the basics of the Residential Computing Consultant Training here at Wellesley.","['http://www.wellesley.edu/Computing/DormNet/startingpage.html', 'http://www.wellesley.edu/Computing/HelpDesk.html', 'http://www.wellesley.edu/Computing/DormNet/public_cluster.html']",staff
" 
Paul's Web Page 
",Our testbed for this project is the Regional Psychiatric Centre (RPC) in Saskatoon.,['mailto:meagher@cs.usask.ca'],staff
 Mario A Garcia ,"Date: Tue, 26 Nov 1996 18:57:58 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 891 Last-modified: Wed, 26 Jun 1996 14:31:34 GMT Mario A Garcia Mario A. Garcia Research Assistant Department of Computer Science Texas A&M University College Station, TX 77843-3112 Office: 423-D H.R.",['http://www.cs.tamu.edu/people/magarcia/lista.html'],staff
 Greg Oster's Home Page ,"You can find that out by visiting just about any other page on the Web...)  Since I don't have many graphics yet (if you search a bit, you can find some :-) ) these pages should be also viewable under Lynx.","['http://www.cs.usask.ca', 'http://www.usask.ca', 'http://www.osf.org/dce/index.html']",staff
Vikram Adve's Home Page,"Programming tools for data-parallel languages We are developing techniques and tools that enable programers to understand and tune the performance of data-parallel applications without having to understand the extensive, machine-dependent transformations performed by a sophisticated, parallelizing compiler.","['http://www.cs.wisc.edu/', 'http://www.wisc.edu/', 'gopher://kailash.cse.iitb.ernet.in/1']",staff
Kent Wenger's Home Page,"Date: Fri, 13 Dec 1996 14:49:01 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Fri, 15 Nov 1996 15:54:21 GMT Content-length: 1973 Kent Wenger's Home Page Welcome to Kent Wenger's home page!","['mailto:wenger@cs.wisc.edu', 'http://www.cs.wisc.edu/cgi-bin/finger?wenger', 'file://www.cs.wisc.edu/~wenger//p/cod/doc/cod.html']",staff
Lorie M. Liebrock's Home Page,"(1992), Ph.D. (1994), Rice University Lorie Liebrock's research interests are in using problem topology during compilation.","['http://cs.indiana.edu/finger/cs.rice.edu/lorie', 'http://www.cs.rice.edu/~lorie/resume.ps', 'http://www.cs.rice.edu/~lorie/pres.ps']",staff
 Daniela's Home Page,"MIME-Version: 1.0 Server: CERN/3.0 Date: Wednesday, 20-Nov-96 19:29:55 GMT Content-Type: text/html Content-Length: 949 Last-Modified: Sunday, 07-Aug-94 02:49:00 GMT Daniela's Home Page Daniela Rus Research Associate / Computer Science rus@cs.cornell.edu A photograph Address 4154 Upson Hall Department of Computer Science Cornell University Ithaca, NY 14853 Tel: (607) 255-5691 FAX: (607) 255-4428 Modeling and Simulation Home Page Recent Papers CS version of my Online Tech Reports Cornell Library Catalog CS TR CS Dept info Design Research Institute","['http://www.cs.cornell.edu/Info/People/rus/images/rus.gif', 'http://simlab.cs.cornell.edu/index.html', 'http://www.cs.cornell.edu/Info/People/rus/papers/papers.html']",staff
 People: Drew Miners ,"Date: Tue, 26 Nov 1996 20:59:11 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Wed, 14 Aug 1996 22:18:22 GMT Content-length: 1511 People: Drew Miners Drew Miners To the top!","['http://fas.sfu.ca/cs/', 'http://www.sfu.ca/', 'http://fas.sfu.ca/cs/people/SupportStaff/dminers/personal/']",staff
Alexander Sze,"Date: Tue, 26 Nov 1996 20:24:15 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 1989 Last-modified: Tue, 19 Nov 1996 23:18:03 GMT Alexander Sze Office: Ivers 234D Phone: (218) 299-4153 Email: sze@cord.edu Fax: (218) 299-4308 Real Audio Server Demo 1996 Concordia College Christmas Radio Concert Download Real Audio Player Saturn (GIF 41K) Tolkien Swan (JPG 521K) Garfield (GIF 8K) Ruby (AU 619K) Brazilian Tapir Atu & Mom Atu The Tapir Gallery Jerry Garcia and the Tapir Mona Pictures of Atu were taken at the Chester Zoo in England.","['http://www.cord.edu/', 'http://cobweb.cord.edu/mathcs/', 'http://cobweb.cord.edu/sze/audiotest.ram']",staff
Taylor Simpson,"Date: Tue, 26 Nov 1996 00:13:50 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Wed, 20 Nov 1996 22:24:25 GMT Content-length: 4655 Taylor Simpson Taylor Simpson Post Doctoral Research Associate Department of Computer Science Rice University Research Interests Optimizing Compilers Data-flow Analysis Static Single Assignment Form Global Value Numbering Code Motion Redundancy Elimination Register Allocation Background After earning a B.S.","['http://www.cs.rice.edu/~lts/taylor.gif', 'http://www.davidson.edu/academic/math/', 'http://www.davidson.edu']",staff
Robbert van Renesse,The Horus system .,"['http://www.cs.cornell.edu/Info/People/rvr/rvr.gif', 'mailto:rvr@cs.cornell.edu', 'http://www.cs.cornell.edu/']",staff
John David Stone,"I'm the principal investigator for a three-year study (1994-97) entitled ``In-class experiential learning in four fundamental courses,'' funded by a grant from the Instrumentation and Laboratory Improvement Program of the National Science Foundation.","['http://www.math.grin.edu/mathlan.html', 'http://www.math.grin.edu/', 'http://www.grin.edu/']",staff
